gene	log2fc	qvalue
PPP3R1,RP11-474G23.1,WDR92	-0.8231268008687748	0.000121354
CNRIP1	-1.439888201216852	0.000121354
AC015969.3	0.020735019313655744	1.0
AC127383.1	0.006610768439333275	1.0
FBXO48	0.035099690536074715	0.652482
AC130709.1	0.045541688987634235	1.0
AC097495.3	0.03319701594646663	1.0
BMP10	0.004353770670454007	1.0
GKN2	0.013722270619725098	1.0
RNA5SP96	0.0	1.0
RP11-85D18.1	0.03292544806859106	1.0
GFPT1	-2.0020050787063615	0.000121354
NFU1	-1.758669847025913	0.000121354
AAK1	-1.4606734814546936	0.000121354
AC092431.3	-0.0043123544312606895	1.0
RP11-401N16.1	0.08700653800636338	1.0
AC019206.1	0.035858944313134626	1.0
ASPRV1	1.384927039084746	0.000346823
AC016700.3	-0.04909424712090019	1.0
AC016700.5	1.675037357139054	0.304522
C2orf42,TIA1	0.6198311159393888	0.0171297
MIR1285-2	0.0	1.0
AC016700.6	0.0	1.0
SNRPG	0.0023204673922595414	0.9891
FAM136A	0.4027821752950947	0.002163
TGFA	0.6135820867597626	0.000121354
ADD2	5.202198283588465	0.000121354
FIGLA	0.0852311508120194	1.0
CLEC4F	1.271951500569847	0.000121354
CD207	0.7617158897333994	0.000121354
snoU13	0.0	1.0
AC007040.11,TEX261	-0.21088985477470612	0.364119
AC007040.8	0.016058524254883397	1.0
RP11-467P9.1	0.154986241565043	1.0
MCEE	-1.0434231696092324	0.000235208
PAIP2B	1.7846140109347903	0.000121354
RNU6-105P	0.0	1.0
RPS20P10	0.0	1.0
CYP26B1	1.201797800935549	0.000121354
EXOC6B	-1.719183732833088	0.000121354
RAB11FIP5,SFXN5	-1.6078922671663725	0.000121354
PRADC1	0.36985211216646025	0.0181202
FBXO41	1.274569860829284	0.000121354
EGR4	0.1613599711267275	1.0
AC096546.1	0.0	1.0
NAT8	0.14792012082418046	1.0
AC092653.5	0.0	1.0
TPRKB	0.34610880624362295	0.0717454
RP11-434P11.2	0.34582770279490094	0.0978425
DUSP11	-0.8444230935481424	0.000121354
DGUOK-AS1	0.42782135320525094	0.226165
BOLA3	-1.0137927765906873	0.000121354
MOB1A	-0.9386768317362275	0.000121354
DCTN1,RP11-287D1.3,SLC4A5	-1.081150562719591	0.000121354
AC005041.11	0.0	1.0
C2orf81	1.6659853950667567	0.000121354
RTKN	0.5402641365606755	0.00694795
MOGS	-0.8092841695604139	0.000121354
CCDC142,MRPL53	-0.713034572315934	0.0228954
LBX2	0.40336303024204206	0.217482
PCGF1	0.46484834538564646	0.0915634
DQX1	0.4858827182580728	0.000121354
AUP1	-0.01023941297818865	0.964073
LOXL3	-2.0921132838219303	0.000121354
M1AP	-0.04695870570083698	0.653701
AC007387.2	0.0	1.0
RP11-259N19.1	-1.3689506951392332	0.00415286
AC104135.2	0.24036153674607252	0.324865
TACR1	0.15008495333041566	0.360042
snoU13	0.0	1.0
GAPDHP57	0.0	1.0
EVA1A	-2.554993043892958	0.000121354
AC005034.3	-0.0041542617859512505	0.95805
GCFC2	0.42379785545544635	0.155978
SUCLA2P2	0.0	1.0
AC073091.2	0.0	1.0
RP11-335E8.1	0.0	1.0
RN7SKP203	0.0	1.0
RN7SKP164	0.0	1.0
LRRTM4	1.3349838915110759	0.000121354
AC084149.2	1.0586351349351002	0.000121354
AC064872.1	2.140134042580565	0.000121354
REG1B	0.0	1.0
REG1P	0.005265895313994279	1.0
REG3A	0.0045016079650242544	1.0
AC010975.1	0.0741438267362089	1.0
AC010975.2	0.061024487249988095	1.0
RNU6-561P	0.0	1.0
MIR4264	0.0	1.0
AC016716.2	0.0	1.0
AC016716.1	0.0	1.0
LRRTM1	0.028373809379248615	1.0
AC008067.2	0.0	1.0
AC084193.1	-0.0001423901705578063	1.0
AC105342.1	0.002387458262873377	1.0
AC012075.1	0.0	1.0
AC012075.2	0.0	1.0
RNA5SP99	0.0	1.0
AC013262.1	0.0	1.0
AC079896.1	0.0010342997420187967	1.0
AC105761.1	0.0	1.0
Y_RNA	0.0	1.0
AC010105.1	9.663655633819043e-05	1.0
MTND6P7	0.0	1.0
AC138623.1	0.0	1.0
AC104395.2	0.0	1.0
AC104395.1	0.0	1.0
ST6GALNAC2P1	0.0	1.0
SUCLG1	-0.6815176505981163	0.000121354
LDHAP7	0.0	1.0
AC022210.1,TRABD2A	-3.4334317170633404	0.000121354
RP11-60H5.1	0.05343015421548194	1.0
AC078974.2	0.0	1.0
LSM3P3	0.0	1.0
AC093162.3	0.0	1.0
TGOLN2	-1.4056968556268397	0.000121354
Y_RNA	0.0	1.0
PEBP1P2	0.0319181137393711	1.0
RETSAT	-1.814791212171051	0.000121354
RP11-717A5.1	0.0	1.0
RNU7-162P	0.0	1.0
RP11-717A5.2	0.0	1.0
CAPG	-0.21416197720850155	0.255424
RNU7-64P	0.0	1.0
Y_RNA	0.0	1.0
AC016753.7	0.0	1.0
RN7SL830P	0.0	1.0
GGCX	-1.1734107383867116	0.00177627
RN7SL126P	0.0	1.0
TMEM150A	-2.728256019426436	0.00128192
C2orf68	1.9919928070745894	0.000121354
SFTPB	0.7379056817888453	0.117201
AC012454.4	0.007222173071945889	1.0
RNU1-38P	0.0	1.0
RN7SKP83	0.0	1.0
ST3GAL5	0.3823551502129959	0.0284513
POLR1A	-0.21243534644378015	0.332275
IMMT	-0.2789393126595794	0.0646674
REEP1	2.7814288360582644	0.000121354
U8	0.0	1.0
CHMP3,RNF103,RNF103-CHMP3	-0.8478739641989628	0.000773572
CD8A	0.31734467537909167	0.30869
CD8B	0.16410530953763414	1.0
AC111200.2	0.0	1.0
AC111200.7	-0.02310032079886485	1.0
AC111200.8	0.0	1.0
PLGLB1	0.03745295716939113	0.802317
AC125232.1	0.8986276372435448	0.000121354
AC092651.1	0.0	1.0
AC083899.1	0.0	1.0
AC068279.2	0.0	1.0
AC068279.3	0.0	1.0
RP11-1399P15.1	-0.2675214159904099	0.135864
AC133644.3	-0.05287492368598588	1.0
RGPD2	-0.12345595016637571	1.0
snoU13	0.0	1.0
RNU2-63P	0.0	1.0
KRCC1	-1.6327593108642318	0.000121354
MIR4780	0.0	1.0
FABP1	0.06754978464999901	1.0
RNY4P15	0.0	1.0
MRPL45P1	0.016038835307818387	1.0
RNU6-568P	0.0	1.0
RNU6-1168P	0.0	1.0
FOXI3	1.4256741353875806	0.000121354
AC012671.1	0.0	1.0
EIF2AK3	0.2752611482064633	0.324164
IGKC,IGKJ1,IGKJ2,IGKJ3,IGKJ4,IGKJ5	0.11057144714333123	1.0
IGKV7-3	0.0	1.0
PGBD4P5	0.0	1.0
IGKV2-4	0.05612248589677749	1.0
IGKV1-5	0.0	1.0
IGKV1-6	0.07639094192748831	1.0
IGKV3-7	0.0	1.0
IGKV1-8	0.04869975484452166	1.0
IGKV1-9	0.07486092851927825	1.0
IGKV2-10	0.0	1.0
IGKV3-11	0.0	1.0
IGKV1-12	0.0	1.0
IGKV1-13	0.0	1.0
IGKV2-14	0.0	1.0
IGKV3-15	0.0	1.0
IGKV1-16	0.0	1.0
IGKV1-17	0.05188546362477385	1.0
IGKV2-18	0.0	1.0
IGKV2-19	0.0	1.0
IGKV3-20	0.0	1.0
IGKV6-21	0.0	1.0
IGKV1-22	0.0	1.0
IGKV2-23	0.0	1.0
IGKV2-24	0.0	1.0
IGKV3-25	0.0	1.0
IGKV2-26	0.10797811972994148	1.0
IGKV1-27	0.08570745659031259	1.0
IGKV2-28	0.0	1.0
IGKV2-29	0.0	1.0
IGKV2-30	0.04161293209436189	1.0
IGKV3-31	0.0	1.0
IGKV1-32	0.0	1.0
IGKV1-33	0.0	1.0
IGKV3-34	0.0	1.0
IGKV1-35	0.0	1.0
IGKV2-36	0.0	1.0
IGKV1-37	0.0	1.0
IGKV2-38	0.0	1.0
IGKV1-39	0.0	1.0
IGKV2-40	0.0	1.0
AC073416.1	0.0	1.0
AC113612.2	0.0	1.0
AC233263.2	0.0	1.0
RP11-685N3.1	0.0	1.0
AC018696.3	0.0	1.0
AC018696.2	0.0	1.0
AC018696.5	0.013487714475216305	1.0
AC018696.6	0.0	1.0
AC027612.6	-2.3051037164582686	0.000121354
AC027612.3,DRD5P1	0.06329985444862765	1.0
AC027612.1	-0.00841083178187803	1.0
SLC9B1P2	0.0039355395932841875	1.0
AC128677.3	0.0	1.0
AC128677.4	0.0	1.0
CNN2P11	0.0	1.0
AC073464.4	0.0	1.0
CYP4F32P	0.036117438136153396	1.0
AC073464.7	0.10797811972994148	1.0
SNX18P14	0.0	1.0
AC073464.11	0.0009301604764335357	1.0
ANKRD20A8P	0.01424708679122079	1.0
AC097374.2	0.012901810357360122	1.0
AC103563.2	0.14041090160760633	1.0
AC103563.3	0.0	1.0
AC103563.4	0.0	1.0
AC103563.5	0.0	1.0
AC103563.6	0.0	1.0
RN7SL575P	0.11178305449899757	1.0
AC103563.8	0.0	1.0
AC103563.9	0.010017751329499017	1.0
MRPS5,ZNF514	-0.3528744789906999	0.0520714
FABP7P2	0.0	1.0
AC009238.6	-0.0799306547280139	0.88169
UBTFL5	0.0	1.0
AC133104.2	0.0	1.0
TRIM43B	0.2823116915571416	0.000121354
AC009237.2	0.021036474779542205	1.0
AC009237.5	0.0	1.0
RP11-440D17.3	-0.14719948232730726	0.406997
AC009237.11	-0.1446563041926723	0.589668
AC009237.10	-0.053206446905880896	1.0
AC009237.13	0.0	1.0
AC009237.17	0.0	1.0
AC009237.16	-0.32604601186506466	0.00235354
LINC00342	0.15850252772270487	0.301717
ANKRD36C	0.7384433268621291	0.000121354
RN7SL210P	0.0	1.0
GPAT2	-0.11983510294998376	0.183161
ADRA2B	0.0712349115313518	1.0
ASTL	0.0768249143931513	1.0
DUSP2	0.46398853032257653	0.15341
AC012307.2	0.0	1.0
STARD7	-0.2025426994976205	0.185848
TMEM127	-1.468752671528671	0.000121354
SNRNP200	0.6453357718930929	0.000121354
AC021188.4	0.018706662923783274	1.0
NEURL3	0.07346023425359366	1.0
RP11-363D14.1	0.0	1.0
KANSL3	0.5156443593157102	0.00596406
LMAN2L	-1.144842697582183	0.000121354
RP11-353K11.1	0.8107740089628079	0.00845864
ANKRD23,ANKRD39	0.06266243010044395	0.86588
SEMA4C	0.5692812019277032	0.000346823
FAM178B	0.5784914686774107	0.000121354
TRIM43CP	0.06429351581797287	1.0
AC018892.3	0.0	1.0
FAHD2B	-0.15468912348613492	0.452474
IGKV1OR2-11	0.0	1.0
IGKV2OR2-10	0.0	1.0
IGKV2OR2-7	0.0	1.0
IGKV1OR2-6	0.0	1.0
IGKV3OR2-5	0.0	1.0
AC159540.3	0.010686572484992675	1.0
AC159540.1	1.029063656268409	0.117885
AC159540.14,ANKRD36B	1.377847697194991	0.000121354
UBTFL6	0.029350259077490868	1.0
ACTR1B	0.02369516968478421	0.884494
RNU4-8P	0.0	1.0
TMEM131	-0.9573881427360332	0.000121354
AC092675.3	0.041847406217452636	1.0
COA5	0.17313519165241828	0.44616
MGAT4A	2.7173757965933305	0.000121354
AC109826.1	0.028261485891581475	1.0
KIAA1211L	4.717443768456797	0.108011
TSGA10	1.6407860289905423	0.00650496
MITD1	-0.4890943247438054	0.473094
LYG2	0.14322692187643243	0.315708
LYG1	0.8893768076949652	0.256784
TXNDC9	-1.1777941156666814	0.0476388
REV1	0.7571652636767149	0.100936
AFF3	-4.661807744100749	0.000121354
LONRF2	3.2930988135939248	0.000121354
AC012493.2	0.0	1.0
CHST10	0.18787187880137604	0.18116
HMGN2P22	0.0	1.0
AC092168.3	0.0	1.0
AC092168.4	0.0	1.0
AC016738.3	0.04569985741016623	1.0
AC016738.4	-1.0732418336712335	0.0224164
TBC1D8	0.6262001419694384	0.159169
RNF149	-1.5202434668245424	0.000121354
CREG2	0.04646474604292272	1.0
RFX8	-0.9988634058683009	0.00515823
AC092570.3	0.0	1.0
AC092570.4	0.0	1.0
AC007271.3	-3.4811175565079058	0.0173707
AC007248.6	0.028883540593426155	1.0
MFSD9	0.8667355939888525	0.000121354
AC007251.2	0.011802439809502064	1.0
AC108051.1	0.01754982280912868	1.0
AC073987.1	0.000998005467000195	1.0
AC013727.1,AC013727.2	0.0	1.0
AC096554.1	0.0002740066872653315	1.0
AHCYP3	0.0	1.0
AC068535.3	0.0	1.0
AC068535.4	0.02077099820542595	1.0
AC013402.1	0.0	1.0
AC013402.4	0.0	1.0
AC068057.2	0.0014588079199290968	1.0
AC018730.1	0.0006992101376485779	1.0
AC018730.3,AC018730.4	0.0	1.0
AC010884.1	0.0014142460222320362	1.0
AC104655.2	-0.10040558192131228	0.900048
RP11-332H14.1	-0.26979096189143265	0.24399
AC012360.2,TGFBRAP1	0.07805206474947525	0.598274
RP11-332H14.2	0.9430313917838753	0.00138105
FHL2	-7.082531985936986	0.000121354
AC009505.2	0.00043062942019598546	0.999548
AC009505.4	0.0	1.0
UXS1	-2.1169992894477923	0.000121354
AC092106.1	0.0	1.0
AC114755.2	0.0	1.0
AC114755.5	0.0	1.0
RGPD3	0.03881873182665522	1.0
AC108868.3	0.0023792340718617835	1.0
AC108868.1	0.0	1.0
AC108868.5	0.0	1.0
EEF1A1P12	-0.058148419622068806	1.0
ST6GAL2	0.1477690686884117	1.0
PPP1R2P5	0.0	1.0
AC006227.1	0.0008426657451573299	1.0
AC096669.2	0.16596347561707156	1.0
AC096655.2	0.0	1.0
AC009963.3	0.0	1.0
AC009963.6	0.0	1.0
AC023672.2	0.0	1.0
AC019100.3	-0.03495448469652352	1.0
RP11-443K8.2	0.0	1.0
AC012487.2	-0.7496625079784309	0.00488509
AC010095.5	-0.12163404742550624	0.627044
AC010095.6	0.0	1.0
AC010095.7	0.0	1.0
EDAR	0.04340121930588921	1.0
SH3RF3-AS1	-1.611656450131484	0.000121354
MIR4265	0.0	1.0
MIR4266	0.0	1.0
SEPT10	-3.1235398767436924	0.000121354
RPL22P11	0.0	1.0
AC013268.2	0.0	1.0
AC013268.4	0.0	1.0
MIR4267	0.0	1.0
MALL	1.4822309515254088	0.140362
NPHP1	0.23180379005460275	0.313222
LINC00116	-0.8863321676068552	0.000121354
AC112229.1	0.01057649217335611	1.0
AC112229.7	0.23366695100614313	0.00424282
LIMS3L	-0.7273900406211892	0.000121354
RGPD6	0.0	1.0
BUB1	3.384303640103067	0.000121354
AC114776.3	0.0037824435794978272	1.0
AC096670.3	0.13621657293933737	0.462393
AC017002.2,AC108463.2,MIR4435-1HG,MIR4435-2,RP11-803D5.4,RPS14P4	-6.168382605502137	0.000121354
RP11-68E19.1	-0.012120356537399268	1.0
ANAPC1	0.6513351525313558	0.0603223
AC104651.2	0.0	1.0
AC104651.3	0.0	1.0
ZC3H8	1.317211978958687	0.000121354
snoU13	0.0	1.0
AC115115.3	0.19596864249580265	1.0
RGPD8	0.04225129852111694	0.543232
Y_RNA	0.0	1.0
AC079922.2	-0.1933655241988431	1.0
AC079922.3	-0.3953067524091751	0.000121354
CKAP2L	2.8336994698529385	0.000121354
IL1A	-0.1157055475875637	1.0
IL1B	0.18423361998819063	0.00283159
HMGN2P23	0.0	1.0
IL36B	0.0005192680974570664	1.0
AC016683.5	0.09448998885578133	1.0
PAX8	1.238719797449631	0.000121354
AC016745.1	0.0	1.0
RP11-395L14.4	-1.3349519731247517	0.000121354
MIR1302-3	0.0	1.0
DDX11L2	-0.27920434076337697	0.443561
RPL23AP7	-1.2919535012235845	0.000121354
RP11-395L14.13	0.01679381387343161	1.0
AC017074.2	-0.06768593625315603	0.794457
SLC35F5	-1.6107877919152738	0.000121354
AC024704.2,AC104653.1	-0.3417345378666616	0.0127101
snoU13	0.0	1.0
RP11-141B14.1	0.23966198594035307	0.0155568
AC110769.1	0.0	1.0
U3	0.0	1.0
AC010982.2	0.0	1.0
SEPHS1P7	0.0	1.0
snoU13	0.0	1.0
AC068542.1	0.0	1.0
AC068542.2	0.0	1.0
AC066593.1	0.3600192246680064	0.00330751
RP11-338I24.1	0.0	1.0
AC062016.1	0.0	1.0
RNU7-190P	0.0	1.0
AC092170.1	0.08647780627812444	1.0
AC009312.1	0.0760473287446164	1.0
CCDC93	0.6731464975865143	0.0502375
AC093901.1	0.3148235536333478	0.195757
RP11-19E11.1	0.0	1.0
EN1	0.002543003309634989	1.0
RP11-77A13.1	0.0032984400387456145	1.0
C1QL2	0.06423445860877347	1.0
STEAP3-AS1	-1.5185490075988763	0.000121354
C2orf76	-1.0419847781105285	0.000121354
SCTR	0.016254288715268864	1.0
AC016691.2	0.05348173127827473	1.0
AC012363.4	-1.212329062263171	0.000121354
TMEM185B	-0.757908622411021	0.000121354
FLJ14816	0.14253891257473955	1.0
AC073257.2	0.00941071251042348	1.0
AC073257.1	0.0	1.0
AC018866.1	0.0	1.0
RP11-297J22.1	-0.27626319516874653	0.106577
Y_RNA	0.0	1.0
AC067960.1	0.003854603490041577	1.0
TFCP2L1	3.2972033624659263	0.310576
CLASP1	0.014370940774665913	0.927068
AC018737.6	-0.05396083491283025	1.0
snoU13	0.0	1.0
NPM1P32	-0.05950923071518001	1.0
MKI67IP	-1.2018351730026353	0.000121354
RP11-416H1.1	0.017269020932281977	1.0
AC062020.1	0.0013211401612802085	1.0
AC073409.1	0.0	1.0
AC092646.3	0.0	1.0
RN7SKP102	0.0	1.0
AC079154.1	0.0225700780109948	1.0
MTND5P22	0.0	1.0
RP11-56O18.1	0.0	1.0
AC114813.1	0.0	1.0
AC023347.2	0.0	1.0
YWHAZP2	0.0	1.0
RNU6-675P	0.0	1.0
RP11-521O16.1	-0.02555531132436269	1.0
BIN1	-1.942329109527539	0.000121354
CYP27C1	0.6016099297295336	0.000121354
ERCC3	0.2595603153491954	0.190511
MAP3K2	-0.15354672072289796	0.641165
MIR4783	0.0	1.0
IWS1	-0.5333518503740589	0.00605407
RP11-286H15.1	0.008806873901045216	1.0
LIMS2	-3.465949340376401	0.000121354
WDR33	-0.1505912527758661	0.603417
Y_RNA	0.0	1.0
RP5-935K16.1	0.49580719466284745	0.000121354
POLR2D	0.36842044449329997	0.0137214
AMMECR1L	-0.9434652326610738	0.000121354
SAP130	-0.003300553754880091	0.98214
AC108059.4	0.0	1.0
AC108059.2	0.0	1.0
HS6ST1	-1.8016072879898828	0.000121354
Y_RNA	0.0	1.0
RNA5SP103	0.0	1.0
ISCA1P6	0.0	1.0
AC012451.1	0.0	1.0
AC068483.1	0.0	1.0
AC079586.1	0.11327033543342199	1.0
AC079776.1	0.06806526754559422	1.0
AC079776.2	0.0	1.0
AC079776.4	0.0	1.0
AC079776.7	0.11684606274061352	1.0
AC018865.8,CYP4F27P	3.748607200651206	0.107548
POTEF	0.7624168556628129	0.000121354
CCDC74B	1.5995110756406594	0.000121354
SMPD4	1.0819841551364318	0.000121354
TUBA3E	-0.04395696492795822	1.0
RHOQP3	-0.00616601791051745	1.0
MTND6P8	0.0	1.0
RP11-803A13.1	0.0	1.0
AC132479.4	0.0	1.0
CCDC115	-0.7681123379601017	0.002163
AC140481.1,CYP4F43P	4.822472656168067	0.104132
POTEI	0.8826594813202541	0.000121354
AC013269.3	0.0078005169079423745	1.0
AC013269.5	0.0	1.0
AC140481.4	0.0	1.0
CFC1	0.0841221075338402	1.0
AC010984.4	0.4552369894443845	0.130305
AC140481.8	0.330162536747585	0.000121354
AC133785.1	0.010400592807796403	1.0
SCARNA4	0.0	1.0
FAM168B	-0.27366775834518675	0.163321
NEK2P4	0.02409424934992139	1.0
AC009477.7	0.0	1.0
NF1P8	0.004556431124463303	1.0
MED15P8	0.0	1.0
AC131180.3	0.16884995349093532	1.0
ARHGAP42P1	0.00645956797204287	1.0
AC073869.2	0.0	1.0
AC073869.1	0.004185491205266403	1.0
AC073869.13	0.0	1.0
MTND5P23	0.0	1.0
MTND4P21	0.0	1.0
AC073869.10	0.0	1.0
MTATP6P4	0.0	1.0
AC073869.8	0.0	1.0
AC073869.7	0.0	1.0
MTND2P18	0.0	1.0
MTND1P26	0.0	1.0
MED15P3	0.0	1.0
GNAQP1	0.0	1.0
AC073869.20	0.022126449934976637	1.0
RP11-109E12.1	-0.2903810806437167	0.0266389
MZT2A	0.8627401770242631	0.000121354
MED15P4	0.0	1.0
GRAMD4P8	0.0	1.0
AC093724.2	-2.6407862929599393	0.226789
C2orf27B	-0.05096350675160939	1.0
AC103564.7	0.14981835741225175	0.280447
AC103564.6	0.014388717405676339	1.0
AJ239322.1	-0.008249865434018419	1.0
RP1-156L9.1	-0.0018837164272799422	1.0
AC093787.1	0.0	1.0
RP11-629P16.1	0.0	1.0
AC098826.5	0.1207243120183756	1.0
ANKRD30BL	0.2115944409361386	0.0120345
AC097532.2	0.0	1.0
RP11-725P16.2	0.27717546026667966	0.301961
RNU6-175P	0.0	1.0
YBX1P7	0.0	1.0
LYPD1	-2.281503278705964	0.000121354
NCKAP5	-3.8075101594055707	0.000121354
AC016906.1	0.0	1.0
TMEM163	0.24372791250268075	0.00605407
AC016725.4	-0.29471632477844145	0.607642
MAP3K19	0.2415596947050117	0.000121354
snoU13	0.0	1.0
ZRANB3	-0.13105767979250976	0.64876
RNU6-512P	0.0	1.0
LCT	0.10244583386709627	1.0
MCM6	2.1018764597482065	0.000121354
AC011999.1	0.05067010942030613	1.0
DARS	-1.0498324817370703	0.000121354
CXCR4	3.7876144477399505	0.31348
HNRNPKP2	0.0	1.0
UBBP1	0.0032526177667806027	1.0
AC092786.1	0.0	1.0
RNA5SP105	0.0	1.0
AC020601.1	0.0	1.0
AC097523.2	-0.048562178911533235	1.0
AC097721.1	0.010569083326398823	1.0
AC097721.2	-0.051338381642530226	0.685553
RP11-231E19.1	0.0418411474168446	1.0
NXPH2	0.031842051966670365	1.0
RN7SKP286	0.0	1.0
AHCYP4	0.0	1.0
AC012497.2	0.0	1.0
AC078851.1	0.0	1.0
AC073928.2	0.0	1.0
AC092156.3	0.0	1.0
MTND2P19	0.0	1.0
MTND1P27	0.0	1.0
LRP1B	-0.8788347438741828	0.000235208
AC016706.1	0.0	1.0
RP11-470B22.1	0.0	1.0
AC013444.2	0.0	1.0
AC013437.2	0.0	1.0
MTND5P24	0.0	1.0
MTND4P22	0.0	1.0
AC013437.4	0.0	1.0
MTND3P9	0.0	1.0
AC013437.6	0.0	1.0
AC013437.7	0.0	1.0
RP11-190J23.1	0.06000296043367132	1.0
AC096558.1,RP11-570L15.1,RP11-570L15.2	0.0045392185359284685	1.0
AC092652.1	0.04861623873169724	1.0
RP11-434H14.1	-0.00013058861531971126	1.0
CTD-2252P21.1	0.023203954590013672	1.0
GTDC1	-0.5305424808762007	0.0343319
ZEB2	-2.648517294151163	0.000121354
AC023128.1	0.0	1.0
AC023128.2	0.0	1.0
RP11-514A9.1	0.0	1.0
AC064865.1	0.0003071041012602038	1.0
AC092484.1	0.001238335143769827	1.0
AC079163.1	0.0	1.0
AC079248.1	0.0	1.0
RP11-638D14.1	0.0	1.0
AC013406.1	0.0	1.0
Y_RNA	0.0	1.0
RNU6-715P	0.0	1.0
RNA5SP106	0.0	1.0
AC009480.3	0.09506499620549895	1.0
ORC4	0.18758827936113745	0.61341
SNORA48	0.0	1.0
AC019070.1	0.0	1.0
RNU2-9P	0.0	1.0
UBBP3	0.0	1.0
AC105402.4	0.30073289658743724	0.00128192
AC073271.1	0.0	1.0
MMADHC	-1.3642246489966552	0.000121354
RNU6-601P	0.0	1.0
AC007364.1	-0.015389288261244216	1.0
AC113610.1	-0.11031098731807396	1.0
RND3	-7.680178042608291	0.000121354
AC104777.2	-0.048057302702290514	1.0
AC104777.1	-0.0736524459835602	1.0
AC023469.1	-0.026173280211918816	1.0
AC018731.3	0.0009723084240352639	1.0
RBM43	-2.612976503398312	0.000121354
NMI	-1.519132483751329	0.000121354
NEB	3.7013724368793794	0.000121354
ARL5A	-0.2571921578078966	0.344183
CACNB4	0.5643585664035432	0.000121354
STAM2	-1.381681785567013	0.000121354
Y_RNA	0.0	1.0
RP11-17G11.1	0.0	1.0
PRPF40A	-0.09840304639544818	0.861203
AC009969.1	0.0	1.0
AC011901.2	0.0	1.0
AC079150.2	0.0	1.0
RPRM	2.9209238979054795	0.119236
DNAJA1P2	0.03420909357789986	1.0
AC008166.1	0.0	1.0
AC009227.2	1.1847655910213335	0.000121354
AC061961.2	0.042965196321931895	1.0
CBX3P6	0.0	1.0
AC092625.1	0.011904029750744931	1.0
RNU6-1001P	0.0	1.0
AC092662.2	0.0	1.0
MTND2P20	0.0	1.0
MTND6P9	0.09697141971578924	1.0
AC093375.1	2.140587282192834	0.313112
AC073551.1	0.10637525670868017	1.0
NR4A2	-0.23483232566863071	0.155109
snoU13	0.0	1.0
AC011308.1	0.0	1.0
RPLP0P7	0.0	1.0
AC108057.1	0.0	1.0
AC016732.2	0.0	1.0
RN7SKP281	-0.19894292229141078	1.0
ERMN	0.416545975597975	0.000121354
FAM133DP	0.0	1.0
CYTIP	0.16976353995781046	1.0
ACVR1C	0.10025870236985608	0.260851
AC019186.1	-0.03866107231055933	1.0
ACVR1	-2.9134869996083945	0.000121354
AC005539.2	0.0	1.0
RNU6-932P	0.0	1.0
CCDC148	-0.04090119325279245	0.820759
AC005042.4	0.057061701923714264	0.63796
RNU2-21P	0.0	1.0
RNU6-580P	0.0	1.0
GSTM3P2	0.0	1.0
WDSUB1	0.24585990048159717	0.276572
BAZ2B	0.8184015204751796	0.0127942
AC009961.2,AC009961.3	-0.2409017622650045	0.602021
CD302,LY75,LY75-CD302	-1.5444876071784686	0.000121354
PLA2R1	-0.5229563928307762	0.000121354
ITGB6	-0.12458575380092013	0.265494
RBMS1	-5.516612427787466	0.000121354
AC009313.2	0.0	1.0
AC009313.1	0.0006295744702489581	1.0
AC009299.2	-0.7891345044114492	0.000121354
AC009299.5	-0.026373672633670152	1.0
AC009299.1	0.0	1.0
AC009487.4	0.0866388101209779	1.0
AHCTF1P1	0.11843173470297699	1.0
AC062022.1	0.01067792288944247	1.0
RPEP5	0.0	1.0
DPP4	-6.094893463068283	0.210409
TIMM8AP1	-2.729676750980072	0.000121354
GCG	-0.06230134665808392	1.0
FAP	-5.159763805020836	0.000121354
IFIH1	-0.6209938926727142	0.000346823
KCNH7	2.035889296093706	0.00406019
AC104697.1	0.0	1.0
FIGN	-1.2138193047649313	0.000235208
AC092684.1	0.0011646968224554954	1.0
GRB14	0.10294183098979852	0.444036
COBLL1	-0.2373243071353724	0.136594
RNA5SP111	0.0	1.0
SLC38A11	2.406806420220633	0.000121354
SCN3A	3.5584481607376826	0.000121354
GALNT3	-0.3101677154202964	0.0717454
AC009495.3,AC009495.4	-0.10929532566709266	0.766303
TTC21B	0.10400277052230787	0.783867
SCN1A	-0.002421475730554884	1.0
RN7SKP152	0.09641960968101669	1.0
SCN9A	-5.12439633219651	0.000121354
SCN7A	-0.36720059528857757	0.23437
AC092601.1	0.0	1.0
XIRP2-AS1	-0.00042023480827582996	1.0
RNU7-148P	0.0	1.0
CTAGE14P	0.012378032087861675	1.0
AC016723.4	0.0005597878317827309	1.0
STK39	-0.8753059509105338	0.000121354
RN7SL95P	0.0	1.0
RNU6-766P	0.0	1.0
CERS6-AS1	2.2590362591191093	0.000121354
SPC25	2.8876530778524754	0.000121354
ABCB11	0.007556353468243043	1.0
LRP2	0.077461626270263	1.0
FASTKD1	0.4638441343106694	0.0338087
AC093899.3	0.0	1.0
CCDC173	0.5717180569939109	0.00387288
PTCHD3P2	0.3010486139471627	0.236968
METTL5	-1.1235711806991706	0.0452832
AC092641.2	-0.08273357418036864	0.821336
RNU6-1006P	0.0	1.0
AC012594.1	0.000934413677445792	1.0
HMGB1P4	0.0	1.0
AC007277.3	0.14541935469596856	1.0
AC007405.2	0.05138198649757524	1.0
AC007405.4	0.14425485698671334	1.0
AC007405.8	1.3259447320672695	0.00721425
TLK1	-0.41107772147040866	0.0540427
METTL8	-1.74169347110442	0.000121354
